Instance,Pred_class,class,Matches,x,y,Mix,Account_Balance,Duration_of_Credit,Payment_Status_of_Previous_Credit,Credit_Amount,Value_Savings,Length_emp,Installment,Duration_current_add,Age,class_new
186,0,0,Match,-0.35000392,0.437858888,"R2,R22,R56,R77,R105,R135,R179,R187,R217,R230",1,15,1,1360,2,3,4,2,31,1
187,0,1,NonMatch,0.762203885,0.187624016,"R20,R39,R69,R89,R129,R146,R173,R206,R229,R252",3,9,3,5129,2,5,2,4,74,2
188,0,0,Match,-0.258322644,-0.464690855,"R16,R27,R48,R78,R111,R147,R178,R191,R229,R232",3,16,1,1175,2,1,2,3,68,1
189,1,1,Match,-0.32360825,-0.480643348,"R9,R27,R73,R80,R114,R149,R158,R191,R225,R250",2,12,2,674,3,4,4,1,20,2
190,1,0,NonMatch,0.750143278,-0.099786643,"R19,R42,R53,R89,R112,R148,R177,R195,R228,R252",3,18,4,3244,2,3,1,4,33,1
191,0,1,NonMatch,-0.61528674,0.133774532,"R3,R23,R51,R77,R129,R140,R175,R202,R217,R247",1,24,2,4591,5,3,2,3,54,2
192,0,1,NonMatch,0.664989661,-0.081037182,"R20,R47,R75,R97,R115,R154,R179,R195,R228,R252",3,48,4,3844,3,4,4,4,34,2
193,0,1,NonMatch,0.220024616,-0.436153651,"R20,R27,R60,R78,R113,R147,R179,R192,R228,R250",3,27,2,3915,2,3,4,2,36,2
194,0,0,Match,-0.15848215,0.582647032,"R2,R25,R65,R82,R104,R135,R169,R187,R217,R244",1,6,2,2108,2,4,2,2,29,1
195,1,1,Match,0.532140074,-0.521490114,"R11,R36,R62,R93,R115,R154,R162,R191,R225,R250",3,45,2,3031,3,3,4,4,21,2
196,0,1,NonMatch,0.158107365,0.034994248,"R16,R26,R69,R82,R110,R145,R173,R191,R228,R233",3,9,1,1501,2,5,2,3,34,2
197,0,0,Match,-0.499715041,0.368576154,"R2,R22,R51,R76,R104,R135,R168,R187,R217,R230",1,6,1,1382,2,3,1,1,28,1
198,0,1,NonMatch,0.196411284,-0.499098752,"R20,R27,R60,R78,R114,R149,R179,R191,R228,R250",3,12,2,951,3,2,4,4,27,2
199,0,0,Match,0.093486267,-0.203425351,"R20,R27,R70,R82,R113,R147,R181,R191,R214,R250",3,24,2,2760,1,5,4,4,36,1
200,0,1,NonMatch,0.280048067,-0.002956939,"R18,R27,R70,R82,R112,R147,R181,R205,R228,R237",3,18,0,4297,2,5,4,3,40,2
201,0,0,Match,-0.096278925,0.706045226,"R2,R25,R65,R80,R107,R135,R169,R186,R217,R230",1,9,1,936,4,5,4,2,52,1
202,0,0,Match,0.097158672,-0.447062028,"R20,R27,R60,R78,R110,R147,R179,R191,R228,R250",2,12,2,1168,2,3,4,3,27,1
203,0,0,Match,0.28745783,0.506511813,"R3,R24,R65,R82,R123,R133,R175,R200,R217,R238",1,27,0,5117,2,4,3,4,26,1
204,0,1,NonMatch,-0.140471067,-0.428564667,"R9,R27,R70,R80,R110,R147,R161,R191,R225,R250",2,12,2,902,2,4,4,4,21,2
205,0,0,Match,-0.151472501,0.490243966,"R2,R25,R64,R82,R105,R135,R181,R187,R217,R230",1,12,1,1495,2,5,4,1,38,1
206,0,0,Match,0.334750178,-0.040150396,"R18,R27,R70,R82,R123,R147,R177,R205,R228,R241",2,30,1,10623,2,5,3,4,38,1
207,0,0,Match,-0.031559658,0.542283433,"R2,R25,R65,R82,R105,R137,R181,R187,R217,R234",1,12,1,1935,2,5,4,4,43,1
208,0,0,Match,0.060125517,-0.174442535,"R8,R27,R70,R82,R110,R147,R179,R191,R228,R232",3,12,1,1424,2,4,4,3,26,1
209,1,0,NonMatch,-0.315594869,-0.552649088,"R13,R27,R50,R78,R128,R147,R161,R204,R222,R255",2,24,2,6568,2,3,2,2,21,1
210,0,0,Match,-0.194165824,0.600188977,"R2,R25,R68,R82,R107,R135,R175,R187,R217,R244",1,12,2,1413,5,4,3,2,55,1
211,0,0,Match,-0.557194702,0.329785075,"R2,R22,R51,R76,R104,R135,R168,R187,R209,R230",1,9,1,3074,1,3,1,2,33,1
212,0,0,Match,0.293731125,0.682513661,"R5,R33,R65,R95,R104,R137,R175,R189,R210,R247",1,36,2,3835,1,5,2,4,45,1
213,1,1,Match,-0.343552513,-0.117216518,"R20,R42,R54,R86,R129,R148,R178,R205,R228,R251",2,27,4,5293,2,1,2,4,50,2
214,0,1,NonMatch,0.170097587,0.055443829,"R18,R27,R70,R82,R113,R147,R181,R190,R229,R236",4,30,0,1908,2,5,4,4,66,2
215,0,0,Match,0.275715665,0.662481767,"R5,R33,R65,R95,R105,R135,R181,R189,R210,R239",1,36,1,3342,1,5,4,2,51,1
216,0,0,Match,0.089772417,0.090188538,"R16,R26,R69,R80,R110,R144,R173,R191,R212,R231",3,6,1,932,1,4,1,3,39,1
217,0,0,Match,0.66032812,-0.172534085,"R20,R42,R70,R85,R112,R148,R177,R195,R228,R252",2,18,4,3104,2,4,3,1,31,1
218,1,0,NonMatch,-0.573520373,-0.302208944,"R11,R36,R50,R94,R113,R152,R161,R192,R223,R250",4,36,2,3913,2,3,2,2,23,1
219,0,0,Match,-0.109866132,-0.530562971,"R11,R27,R50,R78,R113,R147,R161,R191,R222,R250",2,24,2,3021,2,3,2,2,24,1
220,0,0,Match,-0.479801651,0.369683405,"R2,R22,R51,R76,R104,R137,R168,R187,R217,R247",1,10,2,1364,2,3,2,4,64,1
221,0,0,Match,0.056000708,-0.472482787,"R10,R27,R60,R78,R110,R147,R179,R191,R228,R250",3,12,2,625,2,2,4,1,26,1
222,0,0,Match,-0.051723634,-0.568346941,"R9,R27,R60,R78,R110,R147,R161,R191,R214,R250",2,12,2,1200,1,3,4,4,23,1
223,0,0,Match,-0.409771851,0.431565952,"R2,R22,R56,R76,R105,R135,R179,R186,R217,R244",1,12,2,707,2,3,4,2,30,1
224,0,0,Match,-0.49107576,0.178185914,"R2,R23,R57,R77,R105,R133,R179,R183,R209,R237",1,24,0,2978,1,3,4,4,32,1
225,0,0,Match,-0.649827295,0.185631408,"R3,R22,R57,R77,R129,R138,R175,R200,R217,R244",1,15,2,4657,2,3,3,2,30,1
226,0,0,Match,-0.621736149,0.097430853,"R6,R41,R57,R91,R105,R135,R179,R188,R219,R244",1,36,4,2613,2,3,4,2,27,1
227,0,1,NonMatch,0.70112279,0.092109378,"R21,R36,R74,R100,R129,R152,R177,R205,R228,R255",3,48,2,10961,5,4,1,2,27,2
228,0,1,NonMatch,0.349152164,-0.044632808,"R20,R27,R70,R82,R129,R147,R181,R205,R228,R256",2,12,2,7865,2,5,4,4,53,2
229,0,1,NonMatch,-0.158313769,0.558686477,"R2,R25,R65,R82,R105,R135,R160,R187,R217,R244",1,9,2,1478,2,4,4,2,22,2
230,0,0,Match,0.010825163,-0.596081809,"R11,R27,R60,R78,R113,R147,R157,R191,R224,R250",2,24,2,3149,2,2,4,1,22,1
231,1,1,Match,0.547232787,-0.011282167,"R13,R36,R62,R95,R113,R153,R179,R204,R228,R250",4,36,2,4210,2,3,4,2,26,2
232,0,0,Match,-0.048750277,0.611166223,"R2,R25,R65,R82,R107,R137,R169,R187,R217,R247",1,9,2,2507,4,5,2,4,51,1
233,0,0,Match,-0.197112118,0.546233187,"R2,R25,R64,R82,R105,R135,R175,R187,R217,R244",1,12,2,2141,3,4,3,1,35,1
234,0,0,Match,0.012212665,-0.62149653,"R10,R27,R60,R78,R112,R147,R165,R191,R225,R250",3,18,2,866,2,3,4,2,25,1
235,0,0,Match,-0.206320126,0.558923016,"R2,R25,R64,R82,R104,R135,R169,R187,R217,R230",1,4,1,1544,2,4,2,1,42,1
236,0,1,NonMatch,0.165523771,-0.404496721,"R20,R27,R59,R78,R113,R147,R179,R191,R228,R250",2,24,2,1823,2,1,4,2,30,2
237,0,1,NonMatch,0.126683714,-0.813325159,"R13,R26,R48,R78,R126,R142,R161,R199,R213,R255",3,6,2,14555,1,1,1,2,23,2
238,0,1,NonMatch,0.272334718,-0.1792325,"R20,R27,R74,R82,R117,R149,R181,R191,R228,R250",3,21,2,2767,3,5,4,2,61,2
239,0,0,Match,-0.374126828,0.430787652,"R2,R22,R56,R76,R105,R135,R179,R187,R217,R230",1,12,1,1291,2,3,4,2,35,1
240,0,0,Match,0.21472026,-0.240828571,"R19,R27,R70,R82,R113,R147,R177,R191,R228,R250",2,30,2,2522,2,5,1,3,39,1
241,0,1,NonMatch,0.060123186,-0.277194201,"R20,R27,R70,R80,R113,R147,R181,R191,R214,R250",2,24,2,915,1,5,4,2,29,2
242,0,0,Match,-0.146518261,0.548925505,"R2,R25,R65,R82,R105,R135,R169,R187,R217,R244",1,6,2,1595,2,4,3,2,51,1
243,1,1,Match,0.70610247,0.39562109,"R14,R43,R72,R96,R128,R154,R162,R204,R223,R252",2,48,4,4605,2,5,3,4,24,2
244,0,0,Match,-0.407004479,0.497595775,"R2,R22,R56,R76,R105,R135,R175,R187,R217,R230",1,12,1,1185,2,3,3,2,27,1
245,0,0,Match,-0.20788343,0.31080594,"R6,R47,R57,R85,R107,R137,R179,R187,R217,R247",1,12,3,3447,4,3,4,3,35,1
246,0,0,Match,-0.208226165,0.57801643,"R2,R25,R63,R82,R105,R135,R165,R187,R217,R244",1,24,2,1258,2,4,4,1,25,1
247,0,0,Match,0.03913293,0.642713024,"R2,R25,R65,R80,R105,R137,R181,R186,R217,R234",1,12,1,717,2,5,4,4,52,1
248,0,0,Match,-0.377228132,0.641971264,"R6,R45,R56,R84,R105,R135,R168,R187,R217,R244",1,6,4,1204,3,3,4,1,35,1
249,0,0,Match,0.17864899,-0.441091509,"R11,R27,R51,R78,R113,R147,R177,R191,R228,R250",4,24,2,1925,2,3,2,2,26,1
250,0,1,NonMatch,-0.627718299,0.403889888,"R2,R22,R56,R77,R105,R136,R160,R186,R216,R246",1,18,2,433,2,1,3,4,22,2
251,0,0,Match,-0.619059315,-0.349102983,"R18,R28,R75,R80,R114,R144,R169,R191,R226,R231",2,6,1,666,5,4,3,4,39,1
252,0,0,Match,0.009831635,-0.450546337,"R19,R27,R51,R78,R110,R147,R178,R191,R228,R250",4,12,2,2251,2,3,1,2,46,1
253,0,1,NonMatch,-0.06643466,-0.541433751,"R11,R27,R62,R78,R113,R147,R161,R191,R225,R250",3,30,2,2150,2,3,4,2,24,2
254,0,0,Match,-0.571316108,0.189780702,"R2,R23,R51,R77,R108,R133,R175,R200,R217,R237",1,24,0,4151,3,3,2,3,35,1
255,0,0,Match,-0.388094471,-0.34233517,"R11,R26,R69,R82,R110,R145,R158,R191,R213,R250",3,9,2,2030,1,4,2,1,24,1
256,0,0,Match,-0.688403824,-0.15769137,"R15,R35,R51,R100,R120,R152,R177,R197,R212,R238",3,60,0,7418,1,3,1,1,27,1
257,0,0,Match,-0.291690881,0.458433233,"R2,R23,R57,R77,R105,R135,R179,R187,R217,R239",1,24,1,2684,2,3,4,2,35,1
258,0,1,NonMatch,-0.217531087,-0.167564109,"R20,R38,R60,R85,R110,R148,R179,R195,R228,R252",2,12,3,2149,2,3,4,1,29,2
259,0,0,Match,-0.59721029,0.379882052,"R2,R22,R50,R77,R104,R136,R160,R187,R216,R247",1,15,2,3812,3,2,1,4,23,1
260,0,0,Match,-0.52711278,0.463941568,"R2,R22,R56,R76,R105,R137,R168,R187,R216,R232",1,11,1,1154,3,1,4,4,57,1
261,0,0,Match,0.143746595,-0.420244169,"R20,R27,R51,R78,R110,R147,R177,R191,R228,R250",2,12,2,1657,2,3,2,2,27,1
262,0,0,Match,0.186001861,-0.22157805,"R20,R27,R70,R82,R113,R147,R181,R191,R228,R250",2,24,2,1603,2,5,4,4,55,1
263,0,0,Match,0.343125559,-0.043567578,"R16,R27,R70,R82,R123,R147,R177,R205,R228,R241",2,18,1,5302,2,5,2,4,36,1
264,0,0,Match,-0.073054562,0.59521876,"R2,R25,R65,R82,R104,R137,R175,R187,R217,R234",1,12,1,2748,2,5,2,4,57,1
265,0,0,Match,-0.094275743,0.61186424,"R2,R25,R65,R82,R105,R136,R169,R187,R217,R233",1,10,1,1231,2,5,3,4,32,1
266,0,1,NonMatch,0.144849524,-0.309894959,"R20,R27,R70,R80,R110,R147,R181,R191,R228,R250",3,15,2,802,2,5,4,3,37,2
267,0,0,Match,-0.613971906,0.013889453,"R4,R33,R65,R95,R123,R139,R181,R197,R210,R239",1,36,1,6304,1,5,4,4,36,1
268,0,0,Match,-0.306564322,0.500065554,"R2,R23,R57,R77,R105,R137,R179,R187,R216,R247",1,24,2,1533,2,2,4,3,38,1
269,0,1,NonMatch,0.36971143,-0.013420493,"R19,R27,R70,R82,R129,R147,R178,R205,R228,R256",2,14,2,8978,2,5,1,4,45,2
270,0,0,Match,-0.055346214,0.723055588,"R2,R25,R65,R80,R105,R135,R165,R186,R209,R244",1,24,2,999,1,5,4,2,25,1
271,0,0,Match,-0.031986271,0.460935681,"R2,R25,R65,R82,R105,R136,R179,R187,R209,R247",1,18,2,2662,1,4,4,3,32,1
272,0,0,Match,-0.0582496,0.596307533,"R2,R25,R65,R82,R107,R137,R175,R187,R217,R232",1,12,1,1402,4,4,3,4,37,1
273,0,0,Match,-0.613729525,-0.157702483,"R20,R40,R62,R99,R126,R154,R179,R199,R215,R255",3,48,3,12169,1,1,4,4,36,1
274,1,1,Match,0.474282796,-0.269826285,"R20,R36,R72,R93,R113,R154,R179,R191,R228,R250",3,48,2,3060,2,4,4,4,28,2
275,0,1,NonMatch,0.409236038,-0.399537198,"R19,R27,R51,R78,R119,R147,R177,R205,R228,R253",2,30,2,11998,2,2,1,1,34,2
276,0,0,Match,-0.494238328,0.391684337,"R2,R22,R51,R76,R104,R135,R168,R187,R217,R244",1,9,2,2697,2,3,1,2,32,1
277,0,0,Match,-0.43909914,0.389332913,"R2,R22,R51,R77,R104,R135,R175,R187,R217,R239",1,18,1,2404,2,3,2,2,26,1
278,0,0,Match,0.017137259,-0.280279067,"R20,R27,R70,R82,R110,R147,R178,R191,R214,R250",2,12,2,1262,1,5,2,4,49,1
279,0,1,NonMatch,-0.707747007,0.10840077,"R3,R22,R51,R76,R129,R138,R170,R200,R216,R247",1,6,2,4611,2,2,1,4,32,2
280,0,0,Match,-0.275612264,0.429272733,"R2,R23,R57,R77,R105,R136,R179,R187,R217,R247",1,24,2,1901,3,3,4,4,29,1
281,0,0,Match,-0.150480228,0.644631065,"R2,R25,R68,R82,R107,R136,R160,R187,R217,R233",1,15,1,3368,5,5,3,4,23,1
282,0,0,Match,-0.361945279,0.45042584,"R2,R22,R57,R76,R105,R135,R179,R187,R217,R244",1,12,2,1574,2,3,4,2,50,1
283,1,0,NonMatch,-0.37453051,-0.100806515,"R20,R39,R70,R89,R112,R148,R179,R195,R214,R252",4,18,3,1445,1,4,4,4,49,1
284,0,0,Match,0.030908541,0.554354711,"R2,R25,R65,R82,R105,R137,R181,R187,R210,R234",1,15,1,1520,1,5,4,4,63,1
285,0,0,Match,0.380718106,-0.507113302,"R18,R27,R60,R78,R115,R149,R179,R192,R228,R241",3,24,1,3878,3,2,4,2,37,1
286,0,0,Match,-0.397256158,-0.111389161,"R19,R36,R51,R99,R121,R151,R177,R205,R228,R253",2,47,2,10722,2,2,1,1,35,1
287,1,0,NonMatch,-0.168789231,-0.039681671,"R14,R36,R71,R97,R129,R153,R179,R204,R228,R250",2,48,2,4788,2,4,4,3,26,1
288,0,0,Match,0.717583037,0.121038126,"R15,R36,R49,R99,R122,R151,R177,R205,R228,R238",3,48,0,7582,3,1,2,4,31,1
289,0,0,Match,0.097158672,-0.447062028,"R20,R27,R60,R78,R110,R147,R179,R191,R228,R250",3,12,2,1092,2,3,4,4,49,1
290,0,1,NonMatch,0.099397074,-0.379930364,"R18,R27,R60,R78,R113,R147,R179,R190,R228,R236",2,24,0,1024,2,2,4,4,48,2
291,0,0,Match,-0.522788828,0.352686379,"R2,R22,R51,R76,R104,R135,R175,R186,R217,R244",1,12,2,1076,2,3,2,2,26,1
292,1,1,Match,0.665373419,0.076889355,"R19,R36,R51,R98,R129,R151,R177,R205,R228,R255",3,36,2,9398,2,2,1,4,28,2
293,0,0,Match,0.343125559,-0.043567578,"R16,R27,R70,R82,R123,R147,R177,R205,R228,R241",2,24,1,6419,2,5,2,4,44,1
294,1,0,NonMatch,0.560666912,0.205364348,"R18,R37,R70,R97,R124,R154,R181,R205,R228,R242",4,42,1,4796,2,5,4,4,56,1
295,0,0,Match,0.451610137,0.562300764,"R5,R33,R65,R102,R123,R139,R181,R197,R210,R239",1,48,1,7629,1,5,4,2,46,1
296,0,1,NonMatch,0.657526347,0.128293422,"R13,R36,R51,R99,R129,R151,R177,R204,R228,R255",3,48,2,9960,2,2,1,2,26,2
297,0,0,Match,-0.743608861,0.113133914,"R3,R22,R50,R76,R126,R138,R160,R197,R207,R247",1,12,2,4675,1,2,1,4,20,1
298,0,0,Match,-0.127127374,0.606010071,"R2,R25,R65,R82,R105,R135,R169,R187,R210,R244",1,10,2,1287,1,5,4,2,45,1
299,0,0,Match,-0.328593918,0.552160718,"R2,R22,R57,R77,R105,R137,R175,R187,R217,R247",1,18,2,2515,2,3,3,4,43,1
300,0,0,Match,0.434388306,0.018833015,"R17,R28,R74,R82,R115,R150,R177,R191,R228,R241",3,21,1,2745,5,4,3,2,32,1
301,0,0,Match,-0.666882633,0.304756912,"R2,R22,R48,R76,R104,R137,R168,R186,R216,R246",1,6,2,672,2,1,1,4,54,1
302,1,1,Match,0.639161071,-0.089319338,"R20,R43,R62,R95,R113,R153,R179,R195,R228,R252",3,36,4,3804,2,3,4,1,42,2
303,0,1,NonMatch,0.02060681,-0.113281977,"R18,R27,R70,R82,R113,R147,R179,R191,R212,R241",4,24,1,1344,1,4,4,2,37,2
304,0,0,Match,0.355714796,-0.618675547,"R18,R26,R69,R80,R110,R144,R169,R191,R228,R232",2,10,1,1038,2,4,4,3,49,1
305,0,1,NonMatch,-0.734552206,-0.040328377,"R5,R33,R51,R100,R123,R138,R175,R202,R220,R240",1,48,1,10127,4,3,2,2,44,2
306,0,0,Match,-0.457811039,0.492989243,"R2,R22,R57,R76,R107,R135,R168,R187,R217,R244",1,6,2,1543,5,3,4,2,33,1
307,0,0,Match,0.304213561,0.587459448,"R3,R25,R65,R82,R126,R139,R160,R197,R209,R247",1,30,2,4811,1,4,2,4,24,1
308,0,1,NonMatch,0.196411284,-0.499098752,"R20,R27,R60,R78,R114,R149,R179,R191,R228,R250",2,12,2,727,3,2,4,3,33,2
309,0,1,NonMatch,-0.232297851,-0.630393369,"R10,R26,R60,R78,R110,R142,R161,R191,R222,R250",3,8,2,1237,2,3,3,4,24,2
310,0,0,Match,-0.228412088,-0.638438119,"R10,R26,R60,R78,R110,R142,R161,R191,R225,R250",3,9,2,276,2,3,4,4,22,1
311,0,0,Match,0.695606126,-0.262708852,"R20,R35,R61,R97,R126,R154,R177,R196,R215,R250",3,48,2,5381,1,1,3,4,40,1
312,0,0,Match,-0.709652523,0.152394928,"R3,R23,R57,R77,R118,R138,R167,R200,R217,R244",1,24,2,5511,3,3,4,1,25,1
313,0,0,Match,0.276785795,-0.43789598,"R11,R27,R51,R78,R113,R147,R177,R192,R228,R250",4,24,2,3749,2,2,2,4,26,1
314,0,1,NonMatch,-0.15333309,-0.425205326,"R10,R27,R70,R80,R110,R147,R163,R191,R222,R250",3,12,2,685,2,4,2,3,25,2
315,0,0,Match,-0.450862049,-0.517926954,"R19,R26,R51,R78,R110,R142,R174,R191,R213,R249",4,4,2,1494,1,2,1,2,29,1
316,1,1,Match,0.675160392,-0.149734474,"R20,R39,R70,R93,R113,R154,R182,R195,R228,R252",2,36,3,2746,2,5,4,4,31,2
317,0,0,Match,0.143746595,-0.420244169,"R20,R27,R51,R78,R110,R147,R177,R191,R228,R250",2,12,2,708,2,3,2,3,38,1
318,0,0,Match,0.071754655,-0.653900042,"R19,R27,R51,R78,R113,R147,R178,R197,R214,R250",3,24,2,4351,1,3,1,4,48,1
319,0,0,Match,-0.403150394,0.384052151,"R2,R22,R56,R76,R105,R135,R179,R186,R217,R230",1,12,1,701,2,3,4,2,32,1
320,0,0,Match,0.277120876,-0.094220562,"R15,R27,R70,R82,R110,R147,R177,R192,R228,R233",2,15,0,3643,2,5,1,4,27,1
321,1,1,Match,0.373696626,-0.348683235,"R17,R27,R62,R78,R113,R147,R179,R205,R228,R241",3,30,1,4249,2,1,4,2,28,2
322,0,1,NonMatch,0.140319938,-0.438928274,"R20,R27,R60,R78,R113,R147,R179,R191,R228,R250",2,24,2,1938,2,2,4,3,32,2
323,0,0,Match,0.224978221,-0.259193266,"R20,R27,R70,R82,R113,R147,R177,R191,R228,R250",2,24,2,2910,2,4,2,1,34,1
324,0,0,Match,0.423625027,-0.565379663,"R21,R28,R60,R79,R115,R150,R180,R191,R228,R250",2,18,2,2659,5,3,4,2,28,1
325,0,0,Match,-0.329115108,0.431500002,"R2,R22,R56,R77,R105,R137,R179,R186,R217,R239",1,18,1,1028,2,3,4,3,36,1
326,0,0,Match,-0.496300484,-0.304724195,"R16,R26,R69,R82,R110,R145,R169,R191,R226,R232",2,8,1,3398,2,4,1,4,39,1
327,0,0,Match,0.299330592,0.568353842,"R3,R25,R65,R82,R124,R139,R175,R197,R210,R234",1,12,1,5801,1,5,2,4,49,1
328,0,0,Match,-0.102769708,0.651876707,"R2,R25,R68,R82,R107,R137,R180,R187,R217,R247",1,24,2,1525,5,4,4,3,34,1
329,0,0,Match,0.512826143,-0.067327266,"R20,R36,R70,R95,R113,R153,R181,R205,R228,R250",4,36,2,4473,2,5,4,2,31,1
330,0,0,Match,-0.484126935,-0.446482112,"R20,R26,R69,R80,R110,R144,R173,R191,R226,R249",3,6,2,1068,2,5,4,4,28,1
331,0,0,Match,-0.370306678,-0.53410196,"R16,R27,R48,R78,R125,R147,R178,R206,R229,R241",2,24,1,6615,2,1,2,4,75,1
332,0,1,NonMatch,-0.334123006,0.457793537,"R2,R22,R57,R77,R105,R135,R179,R187,R217,R240",1,18,1,1864,3,3,4,2,30,2
333,1,1,Match,-0.749354472,-0.226994791,"R13,R36,R62,R96,R128,R153,R162,R204,R224,R255",3,60,2,7408,3,2,4,2,24,2
334,0,1,NonMatch,-0.775550722,-0.087353714,"R4,R31,R50,R100,R123,R138,R160,R201,R220,R240",1,48,1,11590,3,3,2,4,24,2
335,1,1,Match,0.713107856,0.222647005,"R14,R42,R70,R85,R113,R148,R161,R204,R222,R252",2,24,4,4110,2,5,3,4,23,2
336,0,1,NonMatch,-0.47085982,-0.457874629,"R16,R26,R51,R78,R110,R141,R168,R191,R226,R231",2,6,1,3384,2,3,1,4,44,2
337,0,0,Match,-0.12938795,-0.539442682,"R11,R27,R50,R78,R110,R147,R161,R191,R222,R250",3,13,2,2101,2,2,2,4,23,1
338,0,1,NonMatch,-0.051723634,-0.568346941,"R9,R27,R60,R78,R110,R147,R161,R191,R214,R250",2,15,2,1275,1,3,4,2,24,2
339,0,0,Match,0.248966342,-0.402556249,"R20,R27,R60,R78,R113,R147,R179,R205,R228,R250",2,24,2,4169,2,3,4,4,28,1
340,0,0,Match,0.110997216,-0.60711932,"R20,R26,R60,R78,R110,R142,R173,R191,R228,R250",3,10,2,1521,2,3,4,2,31,1
341,0,0,Match,-0.297330058,-0.554173235,"R14,R27,R50,R78,R122,R147,R161,R204,R222,R241",3,24,1,5743,2,2,2,4,24,1
342,0,0,Match,0.266669924,-0.175117313,"R11,R27,R70,R82,R112,R147,R177,R192,R228,R250",2,21,2,3599,2,4,1,4,26,1
343,0,0,Match,-0.447579188,-0.579863303,"R12,R28,R50,R79,R115,R150,R167,R191,R222,R250",3,18,2,3213,4,2,1,3,25,1
344,0,0,Match,0.319247067,-0.158172856,"R19,R27,R70,R82,R112,R147,R177,R205,R228,R250",3,18,2,4439,2,5,1,1,33,1
345,0,0,Match,-0.330433148,-0.434817212,"R19,R26,R51,R78,R110,R142,R174,R192,R228,R250",4,10,2,3949,2,2,1,1,37,1
346,0,0,Match,-0.35000392,0.437858888,"R2,R22,R56,R77,R105,R135,R179,R187,R217,R230",1,15,1,1459,2,3,4,2,43,1
347,0,0,Match,-0.119141439,-0.614280589,"R8,R27,R60,R78,R110,R147,R161,R191,R224,R232",3,13,1,882,2,2,4,4,23,1
348,0,0,Match,-0.602153431,-0.465370643,"R12,R28,R49,R79,R115,R150,R161,R192,R222,R250",3,24,2,3758,4,1,1,4,23,1
349,0,0,Match,-0.591138826,0.265859623,"R2,R22,R51,R76,R104,R130,R168,R183,R217,R230",1,6,0,1743,3,3,1,2,34,1
350,0,1,NonMatch,-0.414975102,-0.2793521,"R17,R28,R75,R80,R115,R144,R173,R191,R228,R233",3,9,1,1136,5,5,4,3,32,2
351,0,0,Match,-0.601998579,0.373367952,"R2,R22,R50,R76,R104,R136,R160,R187,R216,R247",1,9,2,1236,2,2,1,4,23,1
352,0,1,NonMatch,0.02853547,-0.656086175,"R19,R26,R51,R78,R110,R142,R173,R191,R228,R250",3,9,2,959,2,3,1,2,29,2
353,0,0,Match,-0.565347592,0.41176082,"R2,R22,R48,R77,R104,R137,R175,R187,R207,R239",1,18,1,3229,1,1,2,4,38,1
354,1,1,Match,0.62426516,-0.115210516,"R20,R42,R60,R86,R129,R148,R179,R205,R228,R252",2,12,4,6199,2,3,4,2,28,2
355,0,0,Match,0.00786979,0.692888964,"R2,R25,R65,R80,R107,R137,R169,R186,R217,R247",1,10,2,727,4,5,4,4,46,1
356,0,1,NonMatch,-0.005982807,-0.594846216,"R10,R27,R60,R78,R113,R147,R161,R191,R224,R250",3,24,2,1246,2,2,4,2,23,2
357,0,0,Match,0.012096625,0.607069828,"R2,R25,R65,R82,R104,R137,R175,R187,R210,R234",1,12,1,2331,1,5,1,4,49,1
358,0,1,NonMatch,-0.70311428,-0.069858112,"R4,R30,R57,R95,R108,R133,R179,R200,R220,R238",1,36,0,4463,2,3,4,2,26,2
359,0,0,Match,-0.409771851,0.431565953,"R2,R22,R56,R76,R105,R135,R179,R186,R217,R244",1,12,2,776,2,3,4,2,28,1
360,0,1,NonMatch,-0.058825228,-0.277932129,"R11,R27,R70,R82,R113,R147,R161,R191,R225,R250",2,30,2,2406,2,4,4,4,23,2
361,0,0,Match,0.048374961,-0.495200991,"R20,R27,R60,R78,R112,R147,R179,R191,R214,R250",3,18,2,1239,1,3,4,4,61,1
362,0,0,Match,0.085371383,-0.275241353,"R20,R27,R70,R82,R110,R147,R177,R191,R214,R250",4,12,2,3399,1,5,2,3,37,1
363,0,0,Match,0.298690571,-0.483954622,"R15,R27,R51,R78,R110,R147,R177,R190,R228,R230",4,12,0,2247,2,3,2,2,36,1
364,0,0,Match,-0.497687782,0.450733724,"R2,R22,R50,R76,R104,R135,R160,R187,R217,R244",1,6,2,1766,2,3,1,2,21,1
365,1,1,Match,-0.019130796,-0.635664252,"R11,R27,R59,R78,R112,R147,R166,R191,R224,R250",2,18,2,2473,2,1,4,1,25,2
366,0,0,Match,-0.080988802,0.591463591,"R2,R25,R65,R82,R104,R137,R175,R187,R217,R247",1,12,2,1542,2,4,2,4,36,1
367,0,0,Match,-0.187215144,0.535110663,"R2,R25,R64,R82,R105,R135,R175,R187,R217,R239",1,18,1,3850,2,4,3,1,27,1
368,0,0,Match,-0.170025324,-0.578547408,"R11,R27,R50,R78,R112,R147,R161,R192,R222,R250",2,18,2,3650,2,2,1,4,22,1
369,0,1,NonMatch,0.441374921,-0.183374791,"R20,R36,R70,R95,R113,R153,R181,R191,R228,R250",2,36,2,3446,2,5,4,2,42,2
370,0,0,Match,0.221331485,-0.262676208,"R20,R27,R70,R82,R112,R147,R177,R191,R228,R250",3,18,2,3001,2,4,2,4,40,1
371,0,0,Match,-0.543755508,0.092733595,"R4,R33,R57,R91,R105,R137,R179,R188,R210,R247",1,36,2,3079,1,3,4,4,36,1
